,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
Asset,GC=F,GC=F,GC=F,GC=F
Start Day,07-25,02-17,09-21,11-18
End Day,08-05,02-24,09-26,11-28
Longest Streak,12,8,6,11
% Correct,0.6666666666666666,0.6666666666666666,0.6190476190476191,0.47619047619047616
Expected Value (%),0.00988995466327775,0.012987191055799685,0.008754626250465853,-0.001732189947763213
Max DD From Entry (%),-0.03492369966773878,-0.02426045116923259,-0.02119920397688113,-0.08779834085499494
Risk Reward Ratio,0.28318748464137444,0.5353235587090073,0.4129695747072976,0.019729187714652208
Sharpe Ratio,0.41302282570247406,0.5659361512312788,0.27928636008468416,-0.05319243323806799
 ,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
Asset,SI=F,SI=F,SI=F,SI=F
Start Day,04-06,02-16,03-13,03-27
End Day,04-11,02-20,03-18,04-02
Longest Streak,6,5,6,7
% Correct,0.7619047619047619,0.5714285714285714,0.5238095238095238,0.47619047619047616
Expected Value (%),0.018756302140582236,0.010349124371752911,0.019645461986919254,0.0015455314583500078
Max DD From Entry (%),-0.03062130773747518,-0.059011363604439815,-0.040988753422425694,-0.07309816676952152
Risk Reward Ratio,0.6125245303494262,0.17537510980299187,0.4792890816769964,0.02114323144687154
Sharpe Ratio,0.61556205007756,0.31531717868792825,0.286693757883949,0.03978449678855745
 ,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
Asset,HG=F,HG=F,HG=F,HG=F
Start Day,06-27,01-29,06-15,09-20
End Day,07-04,02-06,06-20,09-26
Longest Streak,8,9,6,7
% Correct,0.5238095238095238,0.6190476190476191,0.47619047619047616,0.5238095238095238
Expected Value (%),0.008995019097768519,0.013951725946011906,0.0041476004524528595,0.006802656348321445
Max DD From Entry (%),-0.08487761475734457,-0.07802644771498757,-0.05484012907398372,-0.05740537247332167
Risk Reward Ratio,0.10597634162416385,0.1788076524638711,0.07563075657348316,0.11850208534894331
Sharpe Ratio,0.21790589571871896,0.35592634360124853,0.1051773148434889,0.153990227693832
 ,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
Asset,CL=F,CL=F,CL=F,CL=F
Start Day,05-15,02-01,04-15,03-12
End Day,05-21,02-06,04-22,03-19
Longest Streak,7,6,8,8
% Correct,0.5714285714285714,0.38095238095238093,0.47619047619047616,0.38095238095238093
Expected Value (%),0.021421611667426194,-0.005646830504063732,0.2165242061247446,0.024491058524499378
Max DD From Entry (%),-0.049295257148642024,-0.07771022689849594,-0.08227180284604563,-0.20778978274897975
Risk Reward Ratio,0.4345572557382696,0.0726652170433056,2.6318155022070453,0.11786459469032594
Sharpe Ratio,0.30288320781479816,-0.1395140228075388,0.21352863509300313,0.18658565552428968
 ,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
Asset,NG=F,NG=F,NG=F,NG=F
Start Day,04-26,04-25,11-28,06-13
End Day,05-01,05-01,12-06,06-21
Longest Streak,6,7,9,9
% Correct,0.7619047619047619,0.7619047619047619,0.5714285714285714,0.38095238095238093
Expected Value (%),0.031495981539084415,0.0281018559061325,0.03771069577430997,0.0036397701363069025
Max DD From Entry (%),-0.08101592391855927,-0.11792059410646205,-0.2295071037857297,-0.13884998462507658
Risk Reward Ratio,0.38876285075444605,0.2383116886331267,0.1643116711956641,0.0262136877158109
Sharpe Ratio,0.4918917344094193,0.4228181079827749,0.26427856352280193,0.044054835546373884
 ,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
Asset,ZC=F,ZC=F,ZC=F,ZC=F
Start Day,12-08,12-14,03-25,09-21
End Day,12-19,12-27,03-30,09-26
Longest Streak,12,14,6,6
% Correct,0.9047619047619048,0.7142857142857143,0.5238095238095238,0.38095238095238093
Expected Value (%),0.05260540178629952,0.04229544550239016,0.010515833612142223,-0.001059701052041051
Max DD From Entry (%),-0.037406312665136277,-0.07677125379166527,-0.10075723443170714,-0.049875033224191734
Risk Reward Ratio,1.4063241746714377,0.5509281588284024,0.10436802549666856,0.021247124734285815
Sharpe Ratio,0.7988332209799974,0.8067680267020344,0.25598807625759573,-0.03458055123309037
 ,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
Asset,ZS=F,ZS=F,ZS=F,ZS=F
Start Day,10-04,12-20,06-10,09-20
End Day,10-15,12-28,06-17,09-28
Longest Streak,12,9,8,9
% Correct,0.7142857142857143,0.6666666666666666,0.5238095238095238,0.6190476190476191
Expected Value (%),0.028388024239515825,0.017325735932677354,0.008517318580723665,0.010568532093631722
Max DD From Entry (%),-0.10667519540312831,-0.032162262932476815,-0.07375657987382922,-0.04405536306330993
Risk Reward Ratio,0.26611644939797624,0.5386976646839787,0.11547876264454927,0.23989206668083005
Sharpe Ratio,0.5449110713546554,0.5243201620155232,0.16389791903384765,0.31723450997096525
 ,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
Asset,ZM=F,ZM=F,ZM=F,ZM=F
Start Day,10-04,11-30,08-30,06-21
End Day,10-14,12-08,09-04,06-26
Longest Streak,11,9,6,6
% Correct,0.7619047619047619,0.47619047619047616,0.5714285714285714,0.5238095238095238
Expected Value (%),0.049484563861717235,0.008097405190635499,0.013644458078495703,0.004848142126814658
Max DD From Entry (%),-0.05869517084861087,-0.06162615435602903,-0.05422138497539497,-0.08574854669465148
Risk Reward Ratio,0.8430772608082183,0.13139559453693725,0.25164348134389036,0.05653905883768242
Sharpe Ratio,0.7165961615490404,0.17589733030883797,0.3284630994044595,0.11724691598954298
 ,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
Asset,ZW=F,ZW=F,ZW=F,ZW=F
Start Day,07-12,04-08,06-09,11-30
End Day,07-17,04-14,06-17,12-06
Longest Streak,6,7,9,7
% Correct,0.6190476190476191,0.38095238095238093,0.6666666666666666,0.5714285714285714
Expected Value (%),0.02708030922514612,-0.004601610827937896,0.014028946096309076,0.013457359565667348
Max DD From Entry (%),-0.081173297429874,-0.0810489575136576,-0.14241631654072373,-0.14912376263108684
Risk Reward Ratio,0.33361105292711474,0.05677569421127319,0.09850659276317907,0.09024289173120677
Sharpe Ratio,0.4276229450611697,-0.11256504121968795,0.21503829400197683,0.23158689004637706
 ,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
Asset,ZL=F,ZL=F,ZL=F,ZL=F
Start Day,03-16,12-15,03-24,08-14
End Day,03-23,12-27,03-28,08-21
Longest Streak,8,13,5,8
% Correct,0.5714285714285714,0.6190476190476191,0.6190476190476191,0.5714285714285714
Expected Value (%),0.01128397906257273,0.020395712660793396,0.006763781430012633,0.012474596487059647
Max DD From Entry (%),-0.09643978127532149,-0.05462770400065531,-0.056023836244127434,-0.06888848511682744
Risk Reward Ratio,0.11700544021723377,0.37335840914252466,0.12073042268185678,0.18108391360187523
Sharpe Ratio,0.24085201022635266,0.5147466996329305,0.2172531295711747,0.3043430546716229
 ,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
Asset,ZB=F,ZB=F,ZB=F,ZB=F
Start Day,08-13,11-18,09-08,05-31
End Day,08-20,11-24,09-16,06-06
Longest Streak,8,7,9,7
% Correct,0.6666666666666666,0.6190476190476191,0.6190476190476191,0.38095238095238093
Expected Value (%),0.005175222246501005,0.005394480605236595,0.008023237429363849,0.003422464306111267
Max DD From Entry (%),-0.020811540121663752,-0.014439512978081659,-0.018953674843663393,-0.023010575534473388
Risk Reward Ratio,0.24867079592604788,0.37359158951033206,0.4233077487897385,0.14873440696795645
Sharpe Ratio,0.37889483932056056,0.33594309431621566,0.49115338183197343,0.17797759480291653
 ,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
Asset,ZN=F,ZN=F,ZN=F,ZN=F
Start Day,01-09,06-27,12-18,10-05
End Day,01-15,07-03,12-26,10-11
Longest Streak,7,7,9,7
% Correct,0.7619047619047619,0.7142857142857143,0.8571428571428571,0.7142857142857143
Expected Value (%),0.004708745425244692,0.001819002774193379,0.009174133520167837,0.005774080625744088
Max DD From Entry (%),-0.006534554949201965,-0.022231755390331398,-0.003589524125522159,-0.011193026791820992
Risk Reward Ratio,0.7205916029246566,0.08182002465646344,2.5558077336597647,0.5158640940592891
Sharpe Ratio,0.6960340282803749,0.19954240592561734,1.0943620133263217,0.6148430459061528
 ,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
Asset,ZT=F,ZT=F,ZT=F,ZT=F
Start Day,01-09,02-16,08-02,02-08
End Day,01-15,02-21,08-09,02-15
Longest Streak,7,6,8,8
% Correct,0.7142857142857143,0.47619047619047616,0.38095238095238093,0.6190476190476191
Expected Value (%),0.000879924450892805,-3.818495227810304e-05,-8.766998553473848e-05,0.00037634338150270287
Max DD From Entry (%),-0.0018379482885348963,-0.001648371314390329,-0.005988737761932983,-0.002109267423979988
Risk Reward Ratio,0.4787536495894717,0.02316526133690104,0.014639142507125119,0.1784237395524644
Sharpe Ratio,0.5382298944504182,-0.03858512626663226,-0.03503319225819433,0.25544872537765617
 ,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
Asset,ZQ=F,ZQ=F,ZQ=F,ZQ=F
Start Day,12-04,03-24,06-13,02-02
End Day,12-13,03-28,06-21,02-06
Longest Streak,10,5,9,5
% Correct,0.6190476190476191,0.2857142857142857,0.5238095238095238,0.42857142857142855
Expected Value (%),0.00010331107043095588,-3.5434484585428194e-07,8.95398949861459e-05,4.6205034356316954e-05
Max DD From Entry (%),-0.0005220608888902856,-0.0001027071521391143,-0.00010127970123108287,-0.0006181810375653907
Risk Reward Ratio,0.19789084497511047,0.003450050346779459,0.8840852994011992,0.07474353231261874
Sharpe Ratio,0.22068837392695073,-0.004950588375770268,0.37055406092960935,0.18168236356474385
 ,15 Year Positive Streak,5 Year Positive Streak,15 Year Negative Streak,5 Year Negative Streak
